Party,Handle,Tweet,Sentiment
Democrat,DonaldNorcross,"THREAD: In NJ, deaths from heroin &amp; fentanyl overdoses more than tripled in the last 5 years. That‰Ûªs tragic &amp; unacc‰Û_ https://t.co/Uu6xDw9ot8",-0.7351
Democrat,RepAlLawsonJr,Join us for my #FarmersRoundtable at the #Tallahassee Community College Center for Workforce Development 3.24.18. H‰Û_ https://t.co/IDIL8ZV0gb,0.296
Republican,DrPhilRoe,Happy 50th anniversary @GoParks! Thank you for your support of Tennessee‰Ûªs incredible #NationalParks and the‰Û_ https://t.co/yGQxKzBUoY,0.8478
Republican,HouseCommerce,"H.R. 4284, INFO Act of 2017, as amended, has passed the #FullCmte by voice vote",0
Democrat,RepEspaillat,"RT @ppglobe: @RepEspaillat Whether abortion criminalization in LAC or the #globalgagrule, the impact is the same: women suffer and women di‰Û_",-0.5423
Republican,HouseCommerce,#FullCmte @repgregwalden and #SubEnvironment Chairman @repshimkus announce nuclear waste storage bill heads to Hous‰Û_ https://t.co/F63eV4UVgr,-0.4215
Democrat,RepBarragan,RT @RepRoKhanna: Access to clean air is a fundamental human right. Dumping pollution on to low income communities and communities of color‰Û_,-0.1779
Republican,RepKayGranger,"It also allows Texans to write off up to $10,000 of their property taxes.",0
Democrat,RepJayapal,"RT @NILC_org: What do you do if ICE is outside your door? Remember: #WeHaveRights. This video series from @BklynDefender &amp; @ACLU prepares‰Û_",0
Democrat,RepLouCorrea,I‰Ûªm still in the Capitol fighting for a reasonable #bipartisan solution that will reopen the #government and help o‰Û_ https://t.co/lKK0G8g7KW,0.3612
Democrat,RepStephMurphy,RT @RepCurbelo: Very productive panel today with @RepStephMurphy and @ITI_TechTweets advocating for #bipartisan solutions to #DACA and #NAF‰Û_,0.1779
Republican,RepTomGraves,"‰ÛÏThe private sector can step up, when permitted‰Ûù -Rep Graves on #ACDC",-0.296
Democrat,RepTomSuozzi,Congratulations to all the new elected officials who were sworn in yesterday! https://t.co/BOOkObtvZN,0.636
Democrat,RepKihuen,Proud to be part of the Congressional Soccer Caucus effort to bring the #2026WorldCup to _Ùà__Ùàü_Ùà__Ùà__Ùà¬_Ùà_. #Unity2026‰Û_ https://t.co/LzCLo5U57D,0.4767
Democrat,RepJayapal,"Donald Trump's nominee for CIA Director, Gina Haspel, was asked FOUR times by @SenKamalaHarris whether the use of t‰Û_ https://t.co/hfUqFoeXag",0
Republican,RepFredUpton,Appreciated the opportunity to sit down with students &amp; teachers today at St. Joseph High School to discuss solutio‰Û_ https://t.co/EPeQvpNVJ0,0.7269
Democrat,RepDarrenSoto,"Proud to have supported this extension effort with PR Gov @ricardorossello. Per @fema map, Florida has the largest‰Û_ https://t.co/bZicmCSPPv",0.6597
Republican,RepMimiWalters,"More good news for employees in #CA45! @STERIS , with several locations throughout Southern California, including o‰Û_ https://t.co/23LDVRBKS9",0.54
Democrat,RepBRochester,"Thanks for reaching out, Rachel. All Delawareans interested in visiting the Capitol can contact my DC office at 202‰Û_ https://t.co/FmOjJ0cgPR",0.7506
Democrat,RepOHalleran,"RT @azfamily: #Arizona now has a state dinosaur thanks to an 11-year-old from #Scottsdale@dougduceyhttps://t.co/v0VTFqSj10 https://t.co/7‰Û_",0.4404
Democrat,RepValDemings,Over half of #SmallBiz owners said the #GOPTaxScam will not give them an equal playing field. We have to do more to‰Û_ https://t.co/2M3ujpNRa6,0.2023
Democrat,RepAlLawsonJr,"@gmitter @ActionNewsJax @wjxt4 @FCN2gohttps://t.co/EYaReX12kl",0
Democrat,RepCharlieCrist,Couldn‰Ûªt be more proud of Seminole for its designation as a #PurpleHeartCity! Honoring our veterans not just with w‰Û_ https://t.co/axeqaYjVRk,0.7897
Democrat,RepCharlieCrist,#FBF: Congressional Problem Solvers Caucus had a great meeting with Mayor Mike Bloomberg. Discussed bipartisan appr‰Û_ https://t.co/jLfbmPSBno,0.34
Democrat,RepTomSuozzi,Had an interview this morning on @FoxBusiness. I discussed the negative impacts of the elimination of the state and‰Û_ https://t.co/mXpZbbjDLR,-0.5719
Republican,NatResources,Hunters are a driving force behind funding many of our nation‰Ûªs #conservation efforts. @AustinScottGA08's bill give‰Û_ https://t.co/yHw8ublobm,0
Democrat,RepAlLawsonJr,"RT @OfficialCBC: Join us on Tuesday, May 8, 2018 from 9 AM - 5 PM EST for #CBCDemandsJustice ‰ÛÒ A Twitter Town Hall on Community Policing an‰Û_",0.296
Democrat,RepRoKhanna,Thank you @keithellison for bringing us together and your progressive vision. https://t.co/N6erVeierl,0.5423
Republican,RepSteveStivers,I was not on board the train and I am safe. Thanks to the Capitol Police and my colleagues with medical training fo‰Û_ https://t.co/cNQNC2TDNz,0.7003
Democrat,DonaldNorcross,"I'm inspired by the students &amp; resolved to take action. #EnoughIsEnough #DouglasStrong #StudentsDemandAction‰Û_ https://t.co/TGFniZIuIv",0.5994
Democrat,RepBarragan,"Proud to join Rep @keithellison today to introduce the Water Affordability, Transparency, Equity and Reliability (W‰Û_ https://t.co/kcqHtc6Bqr",0.6486
Republican,Transport,"#OnThisDay in 1797, the first @USNavy ship, the USS United States, launched in Philadelphia, PA. https://t.co/rrX013BjZh",0.5106
Republican,RepTomGraves,"""Fifth Third Bancorp will pay more than 13,500 employees a bonus and raise the minimum wage of its workforce to $15‰Û_ https://t.co/5vE6URZrqC",0.4767
Democrat,RepAlLawsonJr,"Congratulations to @DuvalSchools #StantonPrep freshman Jaylen Thomas, the winner of #Florida‰Ûªs Fifth Congressional‰Û_ https://t.co/2w3s3iuazY",0.8271
Democrat,RepDarrenSoto,"RT @NBCLatino: .@RepDarrenSoto noted that Hurricane Maria has left approximately $90 billion in damages. Congress has allocated about $18‰Û_",-0.4404
Democrat,RepLouCorrea,We will never forget. #September11,0.1695
Democrat,RepValDemings,"May is National Foster Care Month, a time to recognize our nation‰Ûªs more than 400,000 foster youth in addition to t‰Û_ https://t.co/3dNqBRzMkL",0.4939
Democrat,RepJackyRosen,Cyber attacks are becoming more frequent and nefarious. Eliminating the top White house cybersecurity job will only‰Û_ https://t.co/VcfcSg91Lt,-0.2732
Democrat,RepJoshG,"On Yom HaShoah, we remember the six million Jews lost during the Holocaust. We must always stand up and stand toget‰Û_ https://t.co/h0JiBPgJJa",-0.3182
Republican,MarioDB,Great news! @HUDgov has issued an additional allocation of Community Development Block Grant-Disaster Recovery fund‰Û_ https://t.co/NBRhJZoO1S,0.3595
Democrat,RepTomSuozzi,This Sunday I‰Ûªm holding a #townhall for veterans &amp; their families! _Ùà__Ùàü https://t.co/tmHUDh8h1g,0
Republican,RepDianeBlack,"The Title X program has become a personal piggy bank for #PlannedParenthood, the nation's largest abortion provider‰Û_ https://t.co/WKR0fP2GKs",0
Republican,RepBillJohnson,Just finished @PowerLunch with @RepSarbanes on @CNBC -Thanks for inviting me on. Look forward to reviewing today's‰Û_ https://t.co/YPvyvKwCjt,0.6369
Democrat,RepValDemings,The eighth anniversary of the Deepwater Horizon explosion is tomorrow. https://t.co/YrnhRypnoh,0
Republican,RepBillJohnson,Had a great conversation with high school students from Harrison Central in my DC office today...sorry I had to cut‰Û_ https://t.co/wNEuyIjj0o,0.6249
Republican,Transport,#OpeningDay #OnThisDay 1931 Jackie Mitchell becomes 1st female in professional baseball- strikes out Ruth and Gehri‰Û_ https://t.co/WTT0X0bnqL,-0.3612
Republican,RepSteveStivers,Appreciate being able to spend time with Rotarians from #OH15. Their service to our community is inspiring. https://t.co/JVLRHRM5mD,0.6705
Democrat,DonaldNorcross,"It‰Ûªs been two years since you‰Ûªve been gone &amp; not a day goes by when I don‰Ûªt think of you. Miss you, mom.Photo: My‰Û_ https://t.co/LWOwlFDL6z",-0.1531
Democrat,RepRoKhanna,Withdrawing frm the #IranDeal only sends the message that the US can't keep its commitments when administrations ch‰Û_ https://t.co/6meNMFH3mq,-0.0951
Democrat,RepKihuen,"RT @SBGC2C: .@RepKihuen on @SpeakerRyan retiring: ""I think this is also an indicator that we have a broken Congress. He is third in line to‰Û_",-0.4767
Democrat,RepLouCorrea,Government may be #shutdown. But I‰Ûªm here in Washington working for my constituents. https://t.co/tqDlUMnhY5,0
Republican,RepFredUpton,"Good to visit Cook Nuclear Plant today &amp; even better to chat with Kelly Ferneau, the new plant manager &amp; first ever‰Û_ https://t.co/XC8UKbaGLQ",0.7003
Republican,DrPhilRoe,Today I had the honor of being awarded the @MOPH_HQ Outstanding Leadership Award. The Military Order of the Purple‰Û_ https://t.co/xvqcx24s39,0.9246
Democrat,RepOHalleran,"Great day up in Flagstaff for one-on-one meetings at the office, a visit to @CoconinoCC, and a tour of Elevated Shr‰Û_ https://t.co/NOTXeVbqMF",0.6249
Democrat,RepEspaillat,"RT @OfficialCBC: Join us on Tuesday, May 8, 2018 from 9 AM - 5 PM EST for #CBCDemandsJustice ‰ÛÒ A Twitter Town Hall on Community Policing an‰Û_",0.296
Democrat,RepJayapal,RT @ILRF: Sonia and her mom work at the same hotel in Seattle - and together they fought for and won legislation to protect housekeepers in‰Û_,0.6124
Republican,NatResources,".@LisaMurkowski: Together, we can find solutions to protect our fisheries, our communities, and our marine ecosyste‰Û_ https://t.co/YLveqKE9QG",0.5106
Republican,DrPhilRoe,"On #NationalAgDay we celebrate and recognize the industry that provides us with farmers, producers and ranchers who‰Û_ https://t.co/UZ7QGeyPvr",0.5719
Democrat,RepStephMurphy,RT @TWGradio: Thankful to be with @RepStephMurphy @RepRichmond and many other friends today remembering that this day is about building bri‰Û_,0.7783
Democrat,RepAlLawsonJr,It‰Ûªs National Retirement Planning Week! Take action to better your future. Start planning today. https://t.co/SCaL4rQS0y,0.4926
Republican,RepMikeTurner,"I am working with @cityofdayton, @WrightPattAFB, @MCOhio, @daytonregion, and @mvrpc to ensure our drinking water re‰Û_ https://t.co/m5xoYxjvJO",0.3818
Republican,RepSmucker,"@The_JimShumway @UPS I'd be glad to see if we can set up a visit! If you fill out this form on my website, I'll be‰Û_ https://t.co/FJd702fhI3",0.5093
Democrat,CongressmanRaja,"RT @RepAnthonyBrown: States &amp; private companies are leading the way on gun reform while Republicans either stonewall or retire. Members l‰Û_",-0.34
Democrat,RepKihuen,"Enjoyed visiting Lois Craig Elementary School to thank the teachers, administrators and support staff for their tir‰Û_ https://t.co/23y2HR7TEs",0.8176
Democrat,RepDarrenSoto,.@realDonaldTrump official policy to separate immigrant children from their mothers is definition of cruelty‰Û_ https://t.co/jCrURA4oLz,0
Democrat,RepOHalleran,"My staff attended a veterans benefits event in St. Johns earlier this month, and they will bring those services to‰Û_ https://t.co/ZA4x1Nby2M",0.3818
Democrat,RepJimmyPanetta,"It is #NationalParkWeek - and to celebrate, @PinnaclesNPS National Park is offering free admission today, April 21s‰Û_ https://t.co/7uqzjk0aKW",0.7906
Democrat,DonaldNorcross,"MY TAKE: https://t.co/Upp5IB5gaT#ActOnClimate #PruittMustGo #ClimateChangeIsReal https://t.co/9o7VMXS2cG",0
Democrat,RepEspaillat,https://t.co/K4vbv41DoY,0
Democrat,RepCarbajal,It was an honor to present the Environmental Hero award at the #EarthDay festival in Santa Barbara yesterday! We ha‰Û_ https://t.co/szQ3TfnCVG,0.9299
Democrat,RepBarragan,"RT @thebeatdc: .@RepJayapal, @RepBarragan, and @RepMcEachin slammed Interior Secretary Ryan Zinke for his comments that ""diversity isn't im‰Û_",0
Democrat,RepDarrenSoto,RT @garywhite13: @RepDarrenSoto invites Julie Hill-Gabriel of @NationalAudubon as guest at joint session of Congress with French President‰Û_,0
Democrat,CongressmanRaja,"Clearly, we need to elevate our discussion of all fictional variable hominid-centric political structures. Maybe th‰Û_ https://t.co/rRttoZLCB2",0.4019
Republican,RepMcClintock,RT @Sierra_NF: ‰ÛÏEvacuation Mandatory Evacuation Order for Cascadel Woods Area‰Ûù from Madera County Sheriff's Office : Nixle https://t.co/9BD‰Û_,0.0772
Republican,RepTomGraves,.@POTUS funding bill is full of conservative wins. Rebuilds military. Border wall funding. Protects life. Fights op‰Û_ https://t.co/sMfGcDEZzf,0.5106
Republican,SteveKingIA,A DACA Amnesty in exchange for a wall and enforcement would be the LAST deal of a Trump administration. Unless a se‰Û_ https://t.co/Th7sglcOmF,0
Democrat,RepOHalleran,"Looking forward to hearing him explain how the American people have benefited from his +$100,000 in taxpayer-funded‰Û_ https://t.co/XcgbwQ5c9m",0
Republican,FinancialCmte,RT @RepBlainePress: The House just passed @RepLoudermilk bill to institute a more thoughtful approach to regulation and foster a more respo‰Û_,0.4391
Democrat,RepEspaillat,"A3 En un aÌ±o, millones de mujeres ya han sentido los impactos negativos de la administraciÌ_n Trump y su agenda equi‰Û_ https://t.co/3M4llOYg62",0
Democrat,RepBarragan,RT @Think100Show: Shout out to @RepBarragan who recently dropped by the studio to let us know why it's so vital for us to fight for #justic‰Û_,0.0686
Democrat,RepMcEachin,The GOP tax bill was always crafted to benefit the select few. #TaxDay,0.4588
Democrat,RepValDemings,RT @OfficialCBC: .@KristenClarkeJD #CBCDemandsJustice https://t.co/hj0c6Us8RT,0
Democrat,RepJoshG,"‰ÛÏThere are moments in time that just feel different,‰Ûù said Congressman Josh Gottheimer at the Bergen County march,‰Û_ https://t.co/sTQzs0E2xI",0
Republican,RepTomGraves,My County Connection Program stations members of my staff in counties across #GA14 in order to help constituents wh‰Û_ https://t.co/lznpo1scYK,0.4019
Democrat,RepJimmyPanetta,"#CA20 is bountiful! Monterey County grows 53 different winegrape varieties, making the county California‰Ûªs largest‰Û_ https://t.co/7zBv8G2kAk",0
Republican,DrPhilRoe,"I‰Ûªm proud to introduce the Give Retirement Options to Workers (GROW) Act with @DonaldNorcross, a bipartisan bill to‰Û_ https://t.co/Dhvbiau6Wg",0.4767
Republican,RepKayGranger,The #ConcealedCarry Reciprocity Act of 2017 ensures that law-abiding citizens‰Ûª Second Amendment rights do not end w‰Û_ https://t.co/B0fjEdoGKt,0
Republican,SteveKingIA,Holly Cow! Freedom Caucus is linking Amnesty Bill to Farm Bill! Do I have to start an Anti-Amnesty Caucus? @realDonaldTrump @RepMarkMeadows,0.6988
Democrat,RepRaskin,Macron seduced Trump and the GOP with all the hugs and kisses.  His message is to ditch authoritarianism and the Al‰Û_ https://t.co/PimW7oPp9O,0.6124
Democrat,RepPeteAguilar,"76 years ago today, thousands of brave Americans gave their lives in defense of our freedom. May we never forget th‰Û_ https://t.co/0qxaiVL4GV",0.8679
Democrat,RepStephMurphy,"We've hosted listening sessions, town halls, roundtables &amp; Coffees with Your Congresswoman -- and I've attended 200‰Û_ https://t.co/unvO9F7LIX",0
Democrat,RepCarbajal,"The @GOP‰Ûªs balanced budget amendment isn‰Ûªt a suddencommitment to fiscal responsibility, it‰Ûªs a distraction from th‰Û_ https://t.co/YQmD82A2o0",0
Democrat,RepJayapal,"All I have to say, @Jim_Brunner, is #science matters! https://t.co/Pce8Z3zFfN",0.1007
Republican,JudgeTedPoe,Proud to be honored by Mayor Sylvester Turner and the City of Houston today!,0.8016
Democrat,RepRaskin,RT @mdconsumers: We had the opportunity to meet with @RepRaskin and thank him for all his hard work to help consumers in Maryland and beyon‰Û_,0.765
Republican,DrPhilRoe,Join me for a Facebook Live town hall tomorrow at 3:30pm. Tune in and submit any questions you‰Ûªd like to ask here: https://t.co/QeSEdTMxS6,0.5719
Democrat,RepJackyRosen,"On this #InternationalWorkersDay, I'm celebrating the hardworking families of #NV03. Let's recommit to promoting wo‰Û_ https://t.co/VoCmhOKcg9",0.7351
Democrat,RepJoshG,#TeamGottheimer presented a Congressional Certificate of Recognition to former Chief Louis Franco at a ceremony hon‰Û_ https://t.co/rhrOQxww3R,0
Democrat,RepKihuen,Enjoyed speaking at today‰Ûªs C.O. Bastian High School commencement ceremony at the Caliente Youth Center. Congratula‰Û_ https://t.co/DuFt6UPOeu,0.5106
Democrat,RepMarkTakai,#ROTC prepares our military leaders of tomorrow. Read my full statement on #ROTC100 here: https://t.co/fXyPcPHN0N https://t.co/Ypayq3bAIs,0
Republican,Transport,RT @NebraskaDOT: Happy #PiDay! Celebrate the day with safety that never ends! https://t.co/kHD1M3QORe,0.8953
Republican,RepMikeTurner,.@HASCRepublicans &amp; @HASCDemocrats #FY19NDAA markup still ongoing. Tune in here: https://t.co/oH3zQnxBMO https://t.co/JEzTPgObSP,0
Democrat,RepStephMurphy,Have coffee with me! I'm hosting ‰ÛÏCoffee with Your Congresswoman‰Ûù events next week in neighborhoods across our comm‰Û_ https://t.co/sgI5wWEQv8,0
Republican,RulesReps,Chairman @PeteSessions votes to unleash the American economy from the shackles of Dodd-Frank. Read his statement: https://t.co/7uSv94cGbn,0
Republican,repdonyoung,"It was an honor to receive the ""Friend of the Developmental Disability Act Program"" Award from the @GCDSE in Anchor‰Û_ https://t.co/knHycVTppq",0.872
Democrat,RepLouCorrea,Our men and women in #uniform are in #danger because of your #careless #diplomacy. Invest in our @StateDept!,0
Republican,Transport,"#HR4 improves U.S. manufacturers‰Ûª ability to produce, innovate, market &amp; operate the most advanced, safest aviation‰Û_ https://t.co/MejJXT9NJr",0.9113
Democrat,RepEspaillat,A2 Solo con la polÌ_tica: esta administraciÌ_n ha erosionado las protecciones vitales para las mujeres y las familias‰Û_ https://t.co/col6aLcE4Y,0.34
Republican,RepGoodlatte,"I was saddened to learn of the passing of my long-time colleague, Congresswoman Louise Slaughter of New York. I am‰Û_ https://t.co/CTpZVkabSY",-0.5267
Democrat,RepBRochester,RT @krobUD: Many thanks to @RepBRochester for visiting with @udceoe wind experts and students this week! https://t.co/j4xF4Rm2PX,0.4926
Democrat,RepTomSuozzi,One year ago today I was sworn in as a Member of Congress. Serving you has been the greatest honor of my life! #NY03 https://t.co/CpYzcJiPHQ,0.8268
Republican,CongMikeSimpson,"RT @AFGELocal1273: @UnionRiggs and @lairizarry from #AFGE Local 1273 meeting with Katie Myers from @CongMikeSimpson office, great meeting!‰Û_",0.6588
Democrat,RepEspaillat,"While Republicans are busy fighting for a #GOPTaxScam that puts Wall Street first, Democrats are looking to give Am‰Û_ https://t.co/e2A68gAVUP",-0.3612
Democrat,CongressmanRaja,Barry Zuckerkorn‰Ûªs legal influence only grows. https://t.co/20ErHK8uPF,0.128
Republican,FinancialCmte,"Tax cuts are more than just ‰ÛÏcrumbs‰Ûù, and here are stories from across our country to prove it. #taxcuts #taxreform https://t.co/mANBDHsEzP",-0.296
Democrat,RepCharlieCrist,"It takes a village to raise a child, and I‰Ûªm grateful to have the villagers out in force today for our Community Yo‰Û_ https://t.co/mbHKZeSRZl",0.4588
Democrat,RepLouCorrea,"I‰Ûªve said it before, no mater how many times @Potus appeals, Americas will never allow a #MuslimBan.",-0.434
Republican,JudgeTedPoe,"Yesterday, Congressman Bill Bill Keating (MA-09) and I filed House Resolution 810 to reaffirm the vital importance‰Û_ https://t.co/doRJxVZ78f",0.296
Democrat,RepTomSuozzi,"My op-ed in today's @nypost. We must do what makes sense and save lives. Too many people have died already, and we‰Û_ https://t.co/b9r0caQI7J",-0.1027
Democrat,RepJoshG,"This past week, less than four months after I introduced the plan back in Fair Lawn, the NJ Tax Cut Plan has been s‰Û_ https://t.co/JXNR5xvuBm",0.0516
Democrat,RepStephMurphy,Cyberstalking is a serious threat to the safety of our children and we must do everything we can to stop it. I‰Ûªm pl‰Û_ https://t.co/d8LF2f9899,-0.4767
Democrat,RepRaskin,"RT @EACgov: Rep. Steny Hoyer (@WhipHoyer) and Rep. Jamie Raskin (@RepRaskin) visit @EACgov to hear more about our work to support secure, a‰Û_",0.6249
Republican,NatResources,RT @SecretaryZinke: $188 Million in #Energy revenues to fund #conservation and storm prep for Gulf states! #TakeYourChildToWorkDay  https:/‰Û_,0
Republican,RepTomGraves,Thanks @CDFICoalition for the invitation to speak to your members on Capitol Hill last week. And special thanks to‰Û_ https://t.co/RWmpdvnxLL,0.8176
Republican,SteveKingIA,@thehill FBI wants Nunes memo blocked from release to the public. There are NO national security concerns or method‰Û_ https://t.co/hy1wSBROWh,-0.3885
Democrat,RepJayapal,"RT @lyliannasea: Today the Lummi Nation begin their 2018 totem pole journey ‰ÛÏQwel lhol mech ten: Our Shared Responsibility‰Ûù. This 9,000 mil‰Û_",0.34
Democrat,RepLouCorrea,Residents can call these numbers for information. #CanyonFire2 https://t.co/xaO6tjUkIU,0
Democrat,RepBarragan,Food assistance like #SNAP funds are crucial to working families and kids. I oppose taking this funding away under‰Û_ https://t.co/tGKW7VSeGI,0.3612
Republican,RepMikeTurner,RT @HASCRepublicans: Tune In: Chairman @MacTXPress &amp; #HASC Republicans Press Conference on the Budget Agreement - Watch Live https://t.co/v‰Û_,0.4939
Republican,NatResources,_Ù_¬LIVE: The Weaponization of #NEPA &amp; Implications of Environmental Lawfare,0
Republican,RulesReps,The hearing on #CHIP &amp; Protecting Seniors‰Ûª Access to Medicare Act is starting NOW. Watch here ‰ÛÓ&gt; https://t.co/T2gPhftm6Z,0
Democrat,DonaldNorcross,"I, too, offer thoughts &amp; prayers... ... I also offer my support to bring #gunsafety measures up for a vote. https://t.co/PkjswHnYiF",0.4019
Republican,SteveKingIA,"Or judge by the cover of a Southern Pride, Dukes of Hazzard ‰ÛÏgood ol‰Ûª boy‰Ûù. https://t.co/Q5am2WZgDr",0.34
Republican,RepMimiWalters,He is risen! Happy Easter everyone! https://t.co/YDZ8B40yWA,0.6467
Democrat,RepValDemings,Six million Jews were killed during the Holocaust. They were killed by hate. That‰Ûªs why prejudice matters. That‰Ûªs w‰Û_ https://t.co/spGlfy3Ban,-0.9509
Republican,NatResources,PASSED ‰ Õ The Medgar Evers Home National Monument Act. https://t.co/9UQ3SHjJ5a,0
Republican,NatResources,".@SecretaryZinke: President Trump is a builder. He loves to build, and this country loves the parks. It's a good ma‰Û_ https://t.co/dvCOi8oGdg",0.8834
Republican,RepMimiWalters,"The American economy is growing, wages are increasing, and unemployment in Southern California is at a historic low! https://t.co/562hJD3568",-0.5562
Democrat,RepPeteAguilar,"Thank you, @RosLehtinen.https://t.co/dE2kcnEwlm",0.3612
Democrat,RepLouCorrea,Tonight I will sign a discharge petition to bring the #DreamAct to a vote. We must protect our #DREAMers. https://t.co/rH8JZfY5w7,0.3818
Republican,RepGoodlatte,"Yesterday, the House passed H.Res. 285, calling on local law enforcement &amp; citizens to create and strengthen commun‰Û_ https://t.co/OA52MNq8jG",0.5267
Republican,HouseCommerce,Today‰Ûªs #FullCmte markup has now adjourned. _ÙÔÜ,0
Democrat,RepRoKhanna,"Pulling out of the Iran deal damages our credibility, divides us from our allies, and increases Iran's ability to d‰Û_ https://t.co/wIRoqWBaem",-0.1531
Democrat,RepAlLawsonJr,RT @Shawn_DeVries: Thanks to @RepAlLawsonJr  for taking the time today to meet with us and your continued support of Nothing But Nets! #NBN‰Û_,0.7088
Democrat,RepMcEachin,We must fight every day against the steady attacks on environmental progress.,-0.4019
Republican,RepMimiWalters,Attacks to undermine our democracy cannot be tolerated. I am pleased that sanctions have been imposed on Russian en‰Û_ https://t.co/cefVVhGmcN,-0.3612
Democrat,DonaldNorcross,"We must make sure our teachers receive all the support they need to shape the next generation.That's why‰Û_ https://t.co/AC07wgFQ9S",0.6124
Democrat,RepKihuen,RT @LIT_LV: Founder/ED shared story of LIT students/families to NV delegation today in US Senate/House of Reps &amp; how immigration policy imp‰Û_,0.34
Democrat,RepJackyRosen,Glad to join my colleagues @RepMcCaul and @RepTedDeutch in helping pass bipartisan legislation to hold Iran account‰Û_ https://t.co/MhADpood58,0.7506
Republican,SteveKingIA,".@Comey You will want to correct your tweet below. You used the word ‰ÛÏmemo‰Ûù, when surely you meant to type ‰ÛÏdossier‰Û_ https://t.co/s5GfPQBy04",0.4939
Democrat,RepOHalleran,RT @reporterjoe: .@RepOHalleran proposed a measure to give Congress greater oversight of Trump cabinet officials' military travel and the c‰Û_,0.3612
Democrat,RepJayapal,RT @MomsRising: Want to learn more about how Medicaid helps moms? Join us on Wednesday 5/9 at 2pm ET on #WellnessWed! https://t.co/NnbagdC6‰Û_,0.6588
Democrat,RepJoshG,"New Jersey continues to confront the growing threat of homegrown, lone wolf, ISIS-inspired terrorism. We must remai‰Û_ https://t.co/972zhW9B9b",-0.8779
Democrat,DonaldNorcross,"""Republicans designed the [tax] law to principally benefit wealthy families while offering crumbs to low-income &amp; m‰Û_ https://t.co/O7MEqjSn5x",0.6705
Republican,RulesReps,The hearing on the Hydropower Policy Modernization Act &amp; the Save Local Business Act has started. Watch LIVE here‰ÛÓ&gt; https://t.co/87cPzqtguf,0.4939
Republican,RepTomGraves,"Today the House will vote on the final version of President Trump‰Ûªs tax cuts and jobs bill, moving us a step closer‰Û_ https://t.co/T9tPRAn9HC",-0.296
Republican,RepMikeTurner,I'm asking questions live now about @NATO mobility issues. Tune in: https://t.co/8NDNeqlc9a,0
Republican,RepSteveStivers,Stop #4 of the Civility Tour at @ColsSchForGirls with @RepBeatty this morning. Glad to see more students taking the‰Û_ https://t.co/XG1PK6xmzg,0.2023
Democrat,DonaldNorcross,"RT @GovMurphy: On Minimum Wage Workers' Equal Pay Day, so many of our neighbors still struggle to make ends meet. Let‰Ûªs recommit ourselves‰Û_",-0.4019
Democrat,RepJimmyPanetta,I spoke with Secretary Mattis &amp; Gen. Dunford during our House Armed Services Committee hearing today about the thre‰Û_ https://t.co/in7CaNXt3e,0
Republican,NatResources,"Today is Military and Veteran Recognition Day of #NationalParkWeek. The @NatlParkService employs 5,800 active-duty‰Û_ https://t.co/1ECn3ZqYZO",0
Democrat,RepTomSuozzi,Couldn't agree more. https://t.co/7DjtnFJfoW https://t.co/VLVhcmI0Tl,-0.2755
Republican,DrPhilRoe,November is #NationalHealthySkinMonth. It‰Ûªs important to take care of the largest organ in the human body: your ski‰Û_ https://t.co/naPr3EN8KP,0.6124
Democrat,RepKihuen,It was great meeting you and the @ReviveBrandCo team! Congrats again on being named @SBA_Nevada Young Entrepreneurs‰Û_ https://t.co/NI84iLsli2,0.8313
Republican,RepMimiWalters,"In honor of the 70th anniversary of Israel‰Ûªs independence day, here is a #TBT from my congressional delegation trip‰Û_ https://t.co/btHlitC4jK",0.4939
Republican,repdonyoung,I applaud those that stood w/ AK   &amp; helped us defeat @USFWS rule seizing AK‰Ûªs authority to manage fish &amp; game.‰Û_ https://t.co/5LvmvmIURn,0.0772
Democrat,RepJayapal,"RT @PattyMurray: The internet doesn‰Ûªt belong to @AjitPaiFCC and @realDonaldTrump, it belongs to people. Keep making your voices heard to sa‰Û_",0
Democrat,RepTomSuozzi,Just a reminder that I am holding a special #TownHall for #Veterans and their families at 1pm today in Northport! H‰Û_ https://t.co/hDaFLcL2H0,0.4574
Republican,Robert_Aderholt,"2. As Chairman, he had the distinction of helping to move all twelve Appropriations bills through the House for the‰Û_ https://t.co/g1T15WQLsJ",0.296
Republican,RepDianeBlack,Please join me in praying for the Bowen family &amp; our #TN06 community during this difficult time. My heart is with t‰Û_ https://t.co/ft73kul1OZ,0.481
Republican,JudgeTedPoe,Audience asks of Nancy Downing @TAMU SANE: Can you tell us what happens when a victim can‰Ûªt get SANE care at the fi‰Û_ https://t.co/aD1nxBvjJC,0.2732
Republican,RepDianeBlack,If we get to the point where we no longer have an ability to claim the protection of our rights of conscience ‰ÛÒ &amp; o‰Û_ https://t.co/gWL81qDG12,0.0258
Democrat,RepMcEachin,I enjoyed meeting with @CreationJustice‰Ûªs board members earlier today. Thank you for the environmental justice work‰Û_ https://t.co/aqoHOR6PnV,0.8481
Democrat,RepMcEachin,My Democratic colleagues and I are adamantly opposed to the reversal of the 2016 Methane Waste Prevention rule and‰Û_ https://t.co/AApJDSYA5E,-0.4215
Republican,RepTomGraves,"RT @SenatorIsakson: Baby Lucas from Dalton, Ga., is the new Gerber spokesbaby! He is the first from Georgia and the first baby with special‰Û_",0
