Key,Party,Handle,Tweet,Sentiment,Category
1573,Republican,RepAndyBarr,"RT @GovMattBevin: Housing is a critical component of any successful re-entry process, especially for those exiting the criminal justice sys…",0.3612,Incarceration
1574,Republican,RepAndyBarr,"Last night, Senate Democrats made the choice to strip funding from the Children's Health Insurance Program and deny… https://t.co/StlC7uQWnP",0.0,Abortion
1575,Republican,RepRWilliams,"RT @FoxBusiness: .@RepRWilliams on illegal immigration in Texas: ""We've had this problem a long time."" https://t.co/4sb5PS56TJ",-0.7734,Immigration
1576,Republican,RepRWilliams,"The safety of Americans is absolutely paramount, and as a strong supporter of tougher immigration laws, I applaud… https://t.co/EkDSWIhO8F",0.836,Immigration
1577,Republican,RepPaulCook,I am deeply saddened by the news of another mass shooting in #SutherlandSpringsTexas. It is time to end these senseless terrorist acts.,-0.8553,GunControl
1578,Republican,RepPaulCook,My deepest condolences to all those affected by the shooting at North Park Elementary School today https://t.co/Fwdxx5X4FP #SanBernardino,-0.1531,GunControl
1579,Republican,RepPaulCook,"RT @SBPDChief: There is a report of a shooting at Northpark Elementary. Large police response, please stay out of the area. More info to fo…",0.3182,GunControl
1580,Republican,SusanWBrooks,Poison Control Centers are on the front lines of the #opioidepidemic. The data poison centers collect can be used t… https://t.co/8qFrACyFxX,-0.7906,GunControl
1581,Republican,RepChrisStewart,Republicans and Democrats need to work together and reform our immigration policies. #SOTU https://t.co/7PJyfzF11N,0.0,Immigration
1582,Republican,RepChrisStewart,Mr. Schumer why do you care more about illegal immigration than children's health care. CHIP is important for 9 mil… https://t.co/WmDRnrqRVG,0.5141,Immigration
1583,Republican,RepChrisStewart,Why won't the Democrats agree to border security? Why is immigration more important than funding our soldiers. Why… https://t.co/fBQF5Ys9ZX,0.3363,Immigration
1584,Republican,RepChrisStewart,My view=these devices circumvent the Gun Control Act and the National Firearms Act. This type of modification to a gun should be controlled.,-0.5859,GunControl
1585,Republican,RepChrisStewart,Like most Americans – and most gun owners – I wasn’t aware of bump stocks. It is my view that these devices deserve scrutiny.,-0.0498,GunControl
1586,Republican,RepChrisStewart,Any life taken through gun violence is a tragedy. Any time that happens our first thoughts should be for the victims and their families.,-0.9217,GunControl
1587,Republican,RepChrisStewart,"The gun debate deserves real introspection, and thoughtful reaction guided by the facts and respect for the Constitution.",0.5106,GunControl
1588,Republican,RepTedYoho,Enforcing our immigration laws and securing our southern border is paying off. https://t.co/OpxNdNfaLS,0.3182,Immigration
1589,Republican,RepLaMalfa,ICYMI: I spoke with @KRCR7 to share my thoughts on the Administration's decision to add a citizenship status questi… https://t.co/VDDQLLmhjt,0.296,Immigration
1590,Republican,RepLaMalfa,"WATCH: @POTUS &amp; @FLOTUS made a tremendous choice in selecting Preston Sharp from Redding, CA as a special guests fo… https://t.co/P7WxtVWZjt",0.4019,Abortion
1591,Republican,RepLaMalfa,"This week is National School Choice Week, where we celebrate the opportunity for families to choose what learning o… https://t.co/jCeWwmNqzv",0.7579,Abortion
1592,Republican,RepLaMalfa,RT @PlacerSheriff: Members of @RepLaMalfa office presented Congressional recognition to Auburn Jail staff for role in evac inmates during #…,0.0,Incarceration
1593,Republican,RepLaMalfa,"RT @HouseJudiciary: This week, Congress is addressing the lack of immigration enforcement and the spread of sanctuary policies that have ha…",-0.3182,Immigration
1594,Republican,RepDougCollins,"""The President and his Administration are pleased the @HouseJudiciary has voted to pass prison reform legislation.… https://t.co/SflvnIOCI7",-0.1027,Incarceration
1595,Republican,RepDougCollins,RT @JusticeReform: “I was given a second chance in my own life through my faith” says @RepDougCollins about why he supports prison reform #…,0.0516,Incarceration
1596,Republican,RepDougCollins,"RT @kbwingfield: Our commentary this week by @RepDougCollins explains his Prison Reform and Redemption Act, inspired by criminal justice re…",-0.0258,Incarceration
1597,Republican,RepDougCollins,Sanctuary cities put innocent Americans in danger because of their misguided sense of duty to illegal criminal alie… https://t.co/uAFvaBgBZW,-0.8402,Incarceration
1598,Republican,RepDougCollins,"Democrats shut down the govt to protect illegals last night. Just to be clear, American troops and the children rel… https://t.co/6LUjhVECMm",0.6369,Immigration
1599,Republican,RepDougCollins,"While Democrats shut down the govt to protect illegals this week, @HouseGOP voted to keep the government open, supp… https://t.co/IDw29bBHsB",0.3818,Immigration
1600,Republican,RepDougCollins,"Children born alive during an abortion attempt are particularly vulnerable, and they should be guaranteed the medic… https://t.co/fLt6hTLzS6",0.1045,Abortion
1601,Republican,RepDougCollins,"The House has a #ProLife bill, HR 4712, the Born-Alive Abortion Survivors Protection Act, on the floor today. Here'… https://t.co/s2W43aAbE7",0.0,Abortion
1602,Republican,RepMullin,Joining @FoxNews shortly to talk Parkland shooting &amp; immigration. Tune in now!,0.0,GunControl
1603,Republican,RepMullin,"RT @NewsOn6: Gun Violence Starts With Desensitized Kids, Mullin Says https://t.co/qyK4HX9cdh",-0.7579,GunControl
1604,Republican,RepDeSantis,Larry Kudlow would be a great choice to be director of the White House National Economic Council.  Larry is a pro-g… https://t.co/jHUjjB5WoU,0.6249,Abortion
1605,Republican,RepHolding,The House passed a bill today aimed at keeping illegal immigrant gang members out of the United States ... https://t.co/dpsZ55RdCC,-0.2023,Immigration
1606,Republican,RepHolding,"In 2015, Kate Steinle was murdered in San Francisco by an illegal immigrant who had been deported multiple times... https://t.co/OEROuhleLU",-0.8402,Immigration
1607,Republican,RepHolding,I spoke out against the president’s unconstitutional actions on immigration today. WATCH here -&gt;  https://t.co/3CIClnsgCH,0.0,Immigration
1608,Republican,RepTomRice,President Trump is ready to bring our immigration system into the 21st century. https://t.co/5EHiPwlknJ,0.3612,Immigration
1609,Republican,RepChrisCollins,"Whether it is immigration reform, labeling, or holding Canada accountable to make sure we have a fair export-import… https://t.co/cWSNHMghAr",0.5574,Immigration
1610,Republican,RepChrisCollins,"I am heartbroken to hear the news about the shooting in Florida, thoughts and prayers are with the students, teache… https://t.co/ML933WnU16",-0.6486,GunControl
1611,Republican,RepChrisCollins,We are preserving choice for our nations veterans. Thank you to all who have served #SOTU,0.3612,Abortion
1612,Republican,RepChrisCollins,It is National School Choice Week (NSCW) to celebrate effective education choice options for children in grades K t… https://t.co/jgxHyqShnC,0.7783,Abortion
1613,Republican,TXRandy14,No one's conscience rights should be violated - whether it's taxpayers being forced to fund abortions or nurses bei… https://t.co/oKX1gwQ6Es,-0.8225,Abortion
1614,Republican,TXRandy14,"Last night Senate Ds had a choice – fund CHIP, provide tax relief, support the military, &amp; keep the government open… https://t.co/cAXM0bKYWD",0.7003,Abortion
1615,Republican,RepAnnWagner,RT @SpeakerRyan: Human trafficking in the United States must end. Proud to sign legislation that enhances criminal penalties for websites t…,0.3612,Incarceration
1616,Republican,RepAnnWagner,"RT @IvankaTrump: “Sex trafficking has largely moved from the streets to the Internet, where traffickers maintain control of victims across…",-0.3182,GunControl
1617,Republican,RepAnnWagner,RT @SpeakerRyan: Yesterday's shooting was pure evil. There's just no other way to describe it. The whole country stands with the Parkland c…,-0.765,GunControl
1618,Republican,RepKevinCramer,"The House has passed 40+ financial deregulatory bills, and the Financial Choice Act, this Congress. Glad to see… https://t.co/CbZWc7aW3n",0.4588,Abortion
1619,Republican,RepKevinCramer,"RT @WhiteHouse: ""My Administration has identified three major priorities for creating a safe, modern and lawful immigration system: fully s…",0.6249,Immigration
1620,Republican,RepKevinCramer,"How can @CollinsworthPFF not see that the receiver had enough control of the ball to catch it, take two steps, dive… https://t.co/eyczv40vLB",0.0,GunControl
1621,Republican,RepKevinCramer,@WashTimes It is disappointing the Senate did not join the House to restrict abortions after 20 weeks - the point w… https://t.co/o2Uj3bgVvf,-0.7709,Abortion
1622,Republican,RepLukeMesser,No locality should get an illegal immigrant bonus. The Funding Americans First Act would ensure Hoosiers aren't sub… https://t.co/kACVAFZn9S,0.0772,Immigration
1623,Republican,RepLukeMesser,"RT @BrendanKKirby: Exclusive: @RepLukeMesser bill would end ""illegal immigrant bonus"" in population-based federal grants. https://t.co/WRqU…",0.3182,Immigration
1624,Republican,RepLukeMesser,Hoosiers get it: Targeting the Constitutional rights of law-abiding gun owners is not the answer. I applaud @POTUS… https://t.co/9ooGahn1Xd,-0.5967,GunControl
1625,Republican,RepLukeMesser,Hoosiers get it: Targeting the Constitutional rights of law-abiding gun owners is not the answer. I applaud… https://t.co/s5cGZhN4wK,-0.34,GunControl
1626,Republican,RepLukeMesser,"Instead of targeting the Second Amendment rights of law-abiding gun owners, we need to focus on securing our school… https://t.co/Pm0fNfnmTY",-0.0258,GunControl
1627,Republican,RepLukeMesser,My good friend Mike Pompeo will be an excellent Secretary of State. A great choice by @realDonaldTrump! https://t.co/dUxDkLSBbo,0.9348,Abortion
1628,Republican,RepLukeMesser,I echo @realDonaldTrump's concern that it’s long past time to deal with illegal immigration in this country. Clearl… https://t.co/uxbm0ZOvmp,-0.5574,Immigration
1629,Republican,RepLukeMesser,"RT @FoxNews: .@RepLukeMesser on immigration reform: ""I want to make sure we give the president the latitude he needs to get this done.""  #C…",0.3818,Immigration
1630,Republican,RepLukeMesser,"RT @JessicaASmith8: .@RepLukeMesser, @tedcruz and @BetsyDeVosED at School Choice rally. Messer says “when parents have a choice, kids have…",0.0,Abortion
1631,Republican,RodneyDavis,"Women’s Choice Award- “Not Yet Defined” by Brooke Gibbs, Northwestern High School https://t.co/ZgMJrZ6jWJ",0.5423,Abortion
1632,Republican,RodneyDavis,"RT @heraldandreview: .@RodneyDavis talked gun control, school security, Farm Bill and more during an interview with Decatur high school sen…",0.0,GunControl
1633,Republican,RepDaveJoyce,The Center for Disease Control and Prevention has updated their resources for confronting opioids with data &amp; opioi… https://t.co/q80e877DYP,-0.1531,GunControl
1634,Republican,RepDaveJoyce,Thank you @LakeCoNursery for hosting me today to talk about immigration &amp; job growth. The Lake County Nursery Growe… https://t.co/k5WJL4pSx4,0.6249,Immigration
1635,Republican,RepThomasMassie,"If it’s legal to sell raw milk in two different states, why would the federal government put you in prison for taki… https://t.co/gG6ceRox9h",-0.4215,Incarceration
1636,Republican,RepThomasMassie,"Waffle House shooting illustrates the danger posed by gun-free zones
https://t.co/86cHYZgCR3",-0.5267,GunControl
1637,Republican,RepThomasMassie,Give airports control of their own revenues and they’ll be less dependent on the federal government.  Thank you… https://t.co/IoJaLMeBhE,0.3612,GunControl
1638,Republican,RepThomasMassie,"@techreview Given a choice between having a boss as a caretaker, and taking care of themselves, people are choosing… https://t.co/bQq4AYVT1A",0.4939,Abortion
1639,Republican,RepThomasMassie,@Randy_0302 Not now.  He signed it.  It’s binding until it expires at the end of the fiscal year (except the gun co… https://t.co/XCGJojwMzW,-0.34,GunControl
1640,Republican,RepThomasMassie,@ScottKnittle One gun owner told me he was sold out and “the Trump slump is over.”  ...referring to drop in sales o… https://t.co/uYx5nng1oG,-0.5423,GunControl
1641,Republican,RepThomasMassie,"🤦🏻‍♂️ As if #fixNICS gun control in the #omnibus wasn’t enough to lay on conservatives today.  BTW, Obama ATF didn’… https://t.co/FuctEPJyrw",-0.34,GunControl
1642,Republican,RepThomasMassie,"I have less than 60 minutes to offer this amendment to strike gun control from the 2,232 page omnibus funding bill.… https://t.co/8EWiFc8oka",-0.4404,GunControl
1643,Republican,RepMarkMeadows,"My friend Jim Bridenstine is as principled, thoughtful, and dedicated as anyone you'll find. An excellent choice by… https://t.co/7bxltwiIwq",0.91,Abortion
1644,Republican,RepMarkMeadows,I truly believe there is no better choice for Secretary of State than my friend Mike Pompeo--one of the most though… https://t.co/yWVlQBDZg0,0.7783,Abortion
1645,Republican,RepMarkMeadows,President Trump could not have made a better choice for National Security Advisor than @AmbJohnBolton. He is excell… https://t.co/44GuniL3o6,-0.0015,Abortion
1646,Republican,RepMarkMeadows,"RT @FoxNews: .@Jim_Jordan: ""The American people didn't elect Democrats to control the United States Congress. They elected Republicans."" ht…",0.4215,GunControl
1647,Republican,RepMarkMeadows,Mike Pompeo is the right person for Secretary of State. Excellent choice by the President. https://t.co/5xbcQWH49e,0.5719,Abortion
1648,Republican,RepMarkMeadows,Why should Congress continue pouring taxpayer dollars into cities that defy federal immigration law? That shouldn't… https://t.co/NyNEBaWlKd,0.0,Immigration
1649,Republican,RepAndyHarrisMD,Discussing the ways we can prevent gun violence in schools live on @ABC7News https://t.co/qfmjbJWNCL,-0.7506,GunControl
1650,Republican,RepAndyHarrisMD,ICYMI: Last night I led a Special Order in support of pro-life pregnancy centers. California is trying to infringe… https://t.co/vbsbVpaEB0,0.6597,Abortion
1651,Republican,RepAndyHarrisMD,Tonight after votes I will speak on the House floor in support of pro-life pregnancy centers in the @NIFLA v. Becer… https://t.co/XJBJZgWuFp,0.4019,Abortion
1652,Republican,RepAndyHarrisMD,"On March 1, I'm hosting an immigration town hall meeting at the Joppa-Magnolia VFC. All #MD01 residents are welcome… https://t.co/fYixnmHNUb",0.0,Immigration
1653,Republican,RepAndyHarrisMD,RT @MeganWBAL: #BREAKING: Following schools in Harford Co. on modified lockdown after reports of shooting in the area. We're live now. Foll…,0.0,GunControl
1654,Republican,reppittenger,.@realDonaldTrump choice of Mike Pompeo as Secretary of State will provide him a clear assessment of prevailing thr… https://t.co/8xc56hdu1x,0.3818,Abortion
1655,Republican,reppittenger,"The horrific school shooting in Florida last week serves as a reminder that violence, hopelessness, &amp;  lack of resp… https://t.co/qSRn2zGZVY",-0.9423,GunControl
1656,Republican,reppittenger,Senator Schumer &amp; @SenateDems made the choice to put illegal immigrants over the health care of 9 million American… https://t.co/tBD2nZOvDt,-0.1027,Abortion
1657,Republican,reppittenger,RT @GOPLeader: Why are you holding our troops and the government hostage for an unrelated immigration fight? #SchumerShutdown https://t.co/…,-0.3818,Immigration
1658,Republican,reppittenger,RT @CatSzeltner: .@PPact &amp; other abortion providers are getting a tax giveaway -- but @RepPittenger is trying to put a stop to it with his…,-0.4215,Abortion
1659,Republican,MikeKellyPA,"@jeisrael @thinkprogress Just for the record, the phrase of choice is ""pumping sunshine"" with a ""p."" Listen carefully!",0.6114,Abortion
1660,Republican,RepRichHudson,"RT @NRA: Many of us choose to own a gun for hunting, for sport, or for protection. And that’s our right – protected by the plain language o…",0.128,GunControl
1661,Republican,RepRichHudson,Mike Pompeo is an incredible choice to serve as our nation's top diplomat. He has a solid track-record of standing… https://t.co/gGsHnYRrsB,0.34,Abortion
1662,Republican,PatTiberi,RT @fema: We created an #Irma rumor control page to help you verify what’s true and what’s not. Visit it here: https://t.co/nnXuF8Q7E8 http…,0.7579,GunControl
1663,Republican,JimPressOffice,It was great to meet with some of the passionate pro-life Wisconsinites who made the trip to D.C. to participate in… https://t.co/VOQ5V5UXm6,0.8176,Abortion
1664,Republican,JimPressOffice,JUST PASSED: The Born-Alive Abortion Survivors Protection Act. My Statement: https://t.co/6bAqEjE5L5 https://t.co/UKsxJRaVrP,0.0,Abortion
1665,Republican,JimPressOffice,"RT @newstalk1130: Cong @JimPressOffice Sensenbrenner on tax reform, and abortion ban after 20 weeks.  Join @JayWeber3 at 8:30  https://t.co…",-0.34,Abortion
1666,Republican,RepLanceNJ7,President Trump ended President Obama’s executive immigration order last September &amp; requested that Congress pass a… https://t.co/3sEJa6s5jE,0.0,Immigration
1667,Republican,RepLanceNJ7,The Ridge High School chapter of Amnesty International invited me to speak and take questions regarding gun and sch… https://t.co/9sRgUSoVWn,-0.34,GunControl
1668,Republican,RepLanceNJ7,I highly criticize any such remarks made by POTUS — beneath the office &amp; unhelpful to critical immigration negotiat… https://t.co/2POVdTWdnW,-0.6361,Immigration
1669,Republican,RepDLamborn,Several pro-life leaders from our community joined me to discuss how we can protect the sanctity of life in our dis… https://t.co/Bqqgn10QmB,0.3818,Abortion
1670,Republican,RepDLamborn,California has passed a law to force pro-life pregnancy care centers to advertise for abortion clinics. If that sou… https://t.co/dsSHrVkTLU,0.4939,Abortion
1671,Republican,RepDLamborn,"California is targeting pro-life pregnancy centers that provide free care and resources to mothers, forcing them to… https://t.co/BWBaWOYM2B",0.7579,Abortion
1672,Republican,RepDLamborn,No one's conscience rights should be violated - whether it's taxpayers being forced to fund abortions or nurses bei… https://t.co/IMdAHenbfM,-0.8225,Abortion
1673,Republican,RepDLamborn,"Heart broken for the victims and their families following the tragic school shooting today in Broward County, Fla.… https://t.co/xWd4R39c71",-0.8126,GunControl
1674,Republican,RepDLamborn,"School choice is important for many in Colorado. During #NationalSchoolChoiceWeek, let's celebrate the great opport… https://t.co/1BFAq3zDuI",0.8625,Abortion
1675,Republican,RepDLamborn,"Senate Democrats shut down the entire government, withholding our troops' pay, over an immigration issue that doesn… https://t.co/QDzP2YlQLn",-0.1027,Immigration
1676,Republican,RepDLamborn,Senate Democrats ripped healthcare funding away from millions of American children over an immigration issue. DACA… https://t.co/IWXak2gdyC,0.0,Immigration
1677,Republican,RepDLamborn,"Current immigration programs won’t expire until March, yet, this shut down immediately impacts national security, c… https://t.co/KnUKhrTHAv",0.34,Immigration
1678,Republican,RepHalRogers,"I enjoyed meeting w/ @USAGSessions this morning. We discussed the federal prison system, including facilities in Ky… https://t.co/704IcDRay9",0.0,Incarceration
1679,Republican,RepHalRogers,RT @WillWYMT: Scenes like this one are across Harlan County as officials try to control the flood waters. These tunnels were a flood contro…,0.3612,GunControl
1680,Republican,RepHalRogers,"My wife Cynthia &amp; I extend our prayers and condolences to the victims &amp; families impacted by the horrific shooting in Sutherland Springs, TX",-0.4151,GunControl
1681,Republican,RepHalRogers,RT @washingtonpost: Watch live video: White House holds moment of silence for Las Vegas shooting victims at 2:45 ET https://t.co/7i3yz1sax3,-0.3182,GunControl
1682,Republican,RepBradWenstrup,Deeply troubled by the recent ruling in Ohio that allows abortions of babies solely based on a diagnosis of Down sy… https://t.co/v3VgdglEX9,-0.5095,Abortion
1683,Republican,RepBradWenstrup,"RT @HouseGOP: .@POTUS: And we are serving our brave veterans, including giving our veterans choice in their healthcare decisions.  Last yea…",0.7003,Abortion
1684,Republican,MarkAmodeiNV2,"Hosting a healthcare and immigration town hall w/ @SenDeanHeller in Reno on Mon, Apr 17th @ 9 AM. More info here: https://t.co/MVnxq0Apva",0.0,Immigration
1685,Republican,MarkAmodeiNV2,"Our office continues to focus on solutions to immigration and other issues, rather than opportunities for political pontification. (2/2)",0.5106,Immigration
1686,Republican,MarkAmodeiNV2,"Pleased that @NatResources advanced #HR2733, my bill to place over 70,000 acres of NV public land into local control https://t.co/ptmniZs61j",0.5994,GunControl
1687,Republican,HouseAppropsGOP,"@Strugachik The bill invests millions in funding to address and stop violent and gun crime, including more than $2B… https://t.co/6yTsGqUf5O",-0.9001,GunControl
1688,Republican,ConawayTX11,Great sitting down with @VOANews to talk about my resolution condemning the horrific prison camps in North Korea. L… https://t.co/YrNjmwUzNR,-0.5574,Incarceration
1689,Republican,ConawayTX11,Miss last night's interview about the June 14th shooting on @FoxNews? Watch it in full here: https://t.co/ESMj7ZTYNG https://t.co/M6K9OAr906,-0.1531,GunControl
1690,Republican,HouseVetAffairs,RT @RepClayHiggins: Proud to introduce the Long-Term Care Veterans Choice Act today. This is reflective of our overall effort to provide ve…,0.743,Abortion
1691,Republican,HouseVetAffairs,RT @RepBradWenstrup: Today at 10AM: @HouseVetAffairs Hearing on VA Choice legislation. Watch here → https://t.co/KETQXRvlD9,0.0,Abortion
1692,Republican,RepWebster,I was glad to join my colleagues on this important letter urging UN Ambassador @Nikki Haley to ensure pro-life valu… https://t.co/W3lniqXtBW,0.8316,Abortion
1693,Republican,RepWebster,We owe our military a debt we cannot repay. This is a great bill to give military families more choice in education. https://t.co/Nb5iqbASwM,0.3818,Abortion
1694,Republican,RepWebster,"RT @HouseGOP: .@POTUS: And we are serving our brave veterans, including giving our veterans choice in their healthcare decisions.  Last yea…",0.7003,Abortion
1695,Republican,RepWebster,RT @BetsyDeVosED: School choice is not about picking this building or that classroom – it’s much bigger than that. It’s about freedom to fi…,0.6369,Abortion
1696,Republican,RepWebster,RT @fema: We created an #Irma rumor control page to help you verify what’s true and what’s not. Visit it here: https://t.co/nnXuF8Q7E8 http…,0.7579,GunControl
1697,Republican,MarshaBlackburn,"Our immigration system is broken. We need to build the wall, and secure our southern border. Enough is enough.
https://t.co/eSX8AiL6Z7",-0.1779,Immigration
1698,Republican,MarshaBlackburn,Getting ready to join @DLoesch to discuss why you should be in control of your presence online. Big Tech companies… https://t.co/nGBgA9e4zg,0.5719,GunControl
1699,Republican,MarshaBlackburn,My heart goes out to all those affected by the shooting in Florida. I am praying for these precious children and th… https://t.co/3oPyygSjaq,0.6808,GunControl
1700,Republican,MarshaBlackburn,"About to join @BillHemmer on @FoxNews to discuss immigration reform, and why I will never vote for amnesty. Make sure to tune in!",0.5848,Immigration
1701,Republican,RepKevinYoder,"I’ve said since the horrific shooting in Parkland that doing nothing is not an option, that we must act to secure o… https://t.co/5opRjHKD3v",-0.4588,GunControl
1702,Republican,RepTomReed,April is National Social Security Month! Take control of your future by using a @SocialSecurity account to track yo… https://t.co/s687it421k,0.4003,GunControl
1703,Republican,RepTomReed,"RT @FoxBusiness: .@RepTomReed on immigration overhaul failure: ""Maybe what's going on here is a little bit more about politics than substan…",-0.5106,Immigration
1704,Republican,SamsPressShop,"Wounded warriors who return to work after recovery shouldn’t forfeit their choice of health care. My bill, the HEAR… https://t.co/3CzMgsmoFR",0.4939,Abortion
1705,Republican,SamsPressShop,"Lifting in prayer all those impacted by last night's shooting - for comfort, peace &amp; healing. My heart breaks for those who lost loved ones",0.8225,GunControl
1706,Republican,SamsPressShop,VOTE NOW for the 2017 Art Competition's People's Choice Award!  Our high school students appreciate your support! https://t.co/T5P6HwQgm9,0.8585,Abortion
1707,Republican,RepJeffDenham,Live now on Fox40 talking immigration and the #QueenoftheHill #Denhamrule https://t.co/Ln5JG3UDNz,0.0,Immigration
1708,Republican,RepJeffDenham,I’m on NEXT with @TuckerCarlson talking about my immigration reform efforts in Washington. https://t.co/MTGAhkcHYR,0.0,Immigration
1709,Republican,RepJeffDenham,Tune in to @FOX40 at 5:00 Pacific for my interview with @NikkiLaurenzo about my efforts to advance immigration refo… https://t.co/CuhALMX5XM,0.0,Immigration
1710,Republican,RepJeffDenham,RT @sarahdwire: California @RepJeffDenham says he has the votes to force GOP leaders to consider immigration bills https://t.co/M3oRnVXMOI…,0.0,Immigration
1711,Republican,RepJeffDenham,"I just introduced H.Res. 774 that, if passed, would invoke a little-known measure to bring four immigration reform… https://t.co/nhEa2yrwKp",0.0,Immigration
1712,Republican,RepJeffDenham,"With so much disagreement on DACA and immigration reform, there is a bipartisan solution, which I worked to introdu… https://t.co/FxEeU9GyEt",-0.1226,Immigration
1713,Republican,RepJeffDenham,RT @MassTransitmag: Congressional Hearing Scheduled on Positive Train Control Safety Technology @RepJeffDenham #PTC https://t.co/yxsSRHoRsq,0.7506,GunControl
1714,Republican,RepEdRoyce,RT @HouseForeign: Ethiopian gov't should quickly follow through on commitments to release political prisoners &amp; close prison camp notorious…,-0.7269,Incarceration
1715,Republican,Raul_Labrador,Entries submitted in 2018 Congressional Art Competition. I need your help to pick the District Choice Award. Voting… https://t.co/eAMYy23doM,0.7351,Abortion
1716,Republican,Raul_Labrador,"Stand up for the #2nd Amendment: Gun control doesn't reduce crime, it makes crime worse. More in my Labrador Letter: https://t.co/Om8W5WxRSr",0.0516,GunControl
1717,Republican,Raul_Labrador,It is heartbreaking that America has permitted nearly 60 million abortions since 1973. The pro-life movement hasn’t… https://t.co/nwx1kSl2xs,-0.4588,Abortion
1718,Republican,Raul_Labrador,"Today, the House passed and I proudly voted for the Born-Alive Abortion Survivors Protection Act. This bill, which… https://t.co/FTxcCTV26S",0.5574,Abortion
1719,Republican,Raul_Labrador,VIDEO: Last night I joined @TuckerCarlson to discuss my new immigration reform bill.  The bill I introduced will he… https://t.co/i5AcnIsAzH,0.0,Immigration
1720,Republican,RepFrankLucas,'Phony telephone number scam targets veterans' – share with any friends/family who use the Veterans Choice Program https://t.co/uHQi8SY4JE,-0.296,Abortion
1721,Republican,RepFrankLucas,The Supreme Court will hear a case challenging the president's failure to enforce our country’s immigration laws https://t.co/y7iy52EXIN,0.2263,Immigration
1722,Republican,RepFrankLucas,President Obama’s restrictive gun control executive action today undermines the 2A rights of law-abiding citizens https://t.co/AJgnvGU01u,-0.5859,GunControl
1723,Republican,CongressmanDan,Efforts to deny gun rights to Soc. Security recipients must stop. I've called on the President to end this plan: http://t.co/e7ikyAQpnm,-0.5574,GunControl
1724,Republican,CongressmanDan,RT @VeteransHealth: Join VA on 6/25 at 2:30 EST for a Google Hangout abt the #Veterans Choice Program. Tweet Qs using #ChoiceHangout! http:…,0.3595,Abortion
1725,Republican,RepCharlieDent,"Congress must come together to find solutions that keep our students, teachers &amp; schools safe from gun violence. I'… https://t.co/WmpJI9enwo",-0.4404,GunControl
1726,Republican,RepLoBiondo,"While I agree with efforts for bipartisan immigration deal as President Trump has said he wants, I strongly disagre… https://t.co/kQu8qDTBGc",0.5574,Immigration
1727,Republican,RepLoBiondo,Senate is going to lead on immigration &amp; anything that passes has to be bipartisan. Haven’t seen any proposal in le… https://t.co/hXoTS88fzs,0.0,Immigration
1728,Republican,RepGosar,My first read of the day. “American Citizens Organize To Fight The Caravan Of Illegals Surging Into Our Country.” https://t.co/tYOKxlWgHn,-0.3818,Immigration
1729,Republican,RepGosar,My first read of the day. “Congressman Wants to Fix Law That Allows Violent Illegals to Stay in US.”… https://t.co/Fck2x0Xr30,-0.5994,Immigration
1730,Republican,RepGosar,"RT @CEAorg: “To get the energy conversation going, let’s start telling the story. We need to control energy” - Paul Gosar
#OTC2018 #OTCHous…",0.2732,GunControl
1731,Republican,RepGosar,"Today, I introduced Criminal Alien Removal Clarification Act. This legislation provides a reasonable solution to cl… https://t.co/o9Dk1itfNW",-0.2732,Incarceration
1732,Republican,RepGosar,"ICYMI: I spoke with @BloombergTV to discuss the SCOTUS immigration ruling, Syria and more. Watch here ➡️https://t.co/Hz39dmfYLP",0.0,Immigration
1733,Republican,RepGosar,"RT @thehill: #BREAKING: Trump signs memo ordering end to ""catch and release"" immigration practices https://t.co/qonoALJOKw https://t.co/vTY…",0.0,Immigration
1734,Republican,RepGosar,"RT @JeffOravits: 2DAY 4PM @RepGosar Gun free zones, student walkouts &amp; comments on the RESPONSE by school districts like FUSD. Plus tariffs…",0.4019,GunControl
1735,Republican,RepMcKinley,Our nation’s prison guards are often taken for granted. They’re the forgotten men and women who face evil every day… https://t.co/pguugrFeS1,-0.8225,Incarceration
1736,Republican,RepJeffDuncan,"Gun control advocates like to throw up their hands and say ""No one wants to come take your guns."" 2nd Amendment sup… https://t.co/QlmvLNjBWq",-0.2732,GunControl
1737,Republican,RepJeffDuncan,Enjoyed talking to some great people at the South Carolina Arms Collectors Association's Gun &amp; Knife show today in… https://t.co/y2npDtXC4b,0.7184,GunControl
1738,Republican,RepJeffDuncan,"I'm pro-life and for limited government, which is why I proudly voted for the ""Right to Try"" legislation yesterday… https://t.co/xfAUofzjCP",0.4019,Abortion
1739,Republican,RepJeffDuncan,"Still time to vote in our immigration poll! Over 4,000 responses so far! https://t.co/zgaTChXFBZ",0.0,Immigration
1740,Republican,RepJeffDuncan,The Senate is debating immigration this week. Which immigration enforcement proposals do you most want to see included in the final bill?,0.1513,Immigration
1741,Republican,RepJeffDuncan,"This is one of the most important stories I’ve read this week. Reinforces the need for tougher immigration laws, an… https://t.co/P7P9ikSNMZ",0.4201,Immigration
1742,Republican,RepTomMarino,"A huge win for our Constitution and rule of law --&gt;

@Scotus Rejects Request to Reconsider Obama Immigration @WSJ https://t.co/Q07IUVBaOB",0.4404,Immigration
1743,Republican,RepTomMarino,RT @HouseJudiciary: .@RepGoodlatte: House Judiciary Committee has been working very hard on bipartisan criminal justice reform this year. #…,-0.1761,Incarceration
